Date_Heure,Year,Month,Day,Temp_max,Temp_min,Temp_ave,Precipitation_mm
2019-05-01,2019,5,1,8.4,-3.2,2.6,1.6
2019-05-02,2019,5,2,11.7,0.2,6,1.3
2019-05-03,2019,5,3,9.1,0.8,4.9,3.3
2019-05-04,2019,5,4,16.5,3.5,10,0
2019-05-05,2019,5,5,18.6,1.1,9.8,0
2019-05-06,2019,5,6,23.2,1.3,12.3,0
2019-05-07,2019,5,7,16.7,-0.8,8,0.5
2019-05-08,2019,5,8,11,-3.3,3.9,0
2019-05-09,2019,5,9,12.7,-3.4,4.6,3.6
2019-05-10,2019,5,10,8.7,6,7.4,31.2
2019-05-11,2019,5,11,11.1,-1,5,0.1
2019-05-12,2019,5,12,16.5,-2.2,7.2,0.1
2019-05-13,2019,5,13,15.1,2.8,8.9,0
2019-05-14,2019,5,14,10.3,6.8,8.5,0.9
2019-05-15,2019,5,15,10.5,0.3,5.4,0
2019-05-16,2019,5,16,16.3,0.1,8.2,0
2019-05-17,2019,5,17,14.6,6.3,10.4,6.8
2019-05-18,2019,5,18,14.3,7.1,10.7,0
2019-05-19,2019,5,19,12.4,8.1,10.2,2.9
2019-05-20,2019,5,20,12.9,9,11,17.5
2019-05-21,2019,5,21,13.1,6.6,9.8,0.1
2019-05-22,2019,5,22,19.9,5,12.5,0
2019-05-23,2019,5,23,15.2,8.9,12.1,14.6
2019-05-24,2019,5,24,18,7.5,12.7,1.9
2019-05-25,2019,5,25,21.3,4.5,12.9,6.8
2019-05-26,2019,5,26,23.8,10.8,17.3,3.8
2019-05-27,2019,5,27,15.4,3.4,9.4,0
2019-05-28,2019,5,28,17.3,2.2,9.7,0
2019-05-29,2019,5,29,17,2.1,9.5,0
2019-05-30,2019,5,30,21.2,8.3,14.8,6.7
2019-05-31,2019,5,31,14.5,3.9,9.2,0
2019-06-01,2019,6,1,19.7,2.8,11.2,0
2019-06-02,2019,6,2,13.6,9.7,11.7,35.9
2019-06-03,2019,6,3,14.9,6.4,10.7,1.7
2019-06-04,2019,6,4,14.5,5.5,10,0.6
2019-06-05,2019,6,5,19.9,6.7,13.3,0
2019-06-06,2019,6,6,22.1,4.7,13.4,0
2019-06-07,2019,6,7,22.1,5.2,13.7,0
2019-06-08,2019,6,8,21.2,4.4,12.8,0
2019-06-09,2019,6,9,27.3,8.8,18.1,0
2019-06-10,2019,6,10,24.9,9.4,17.1,0
2019-06-11,2019,6,11,18.2,5.6,11.9,25.5
2019-06-12,2019,6,12,22.8,4.2,13.5,0
2019-06-13,2019,6,13,21.1,8.8,15,1.5
2019-06-14,2019,6,14,17.7,10.9,14.3,8.2
2019-06-15,2019,6,15,19.3,12.6,16,29.2
2019-06-16,2019,6,16,18.8,7.4,13.1,0
2019-06-17,2019,6,17,21.5,8.3,14.9,0.1
2019-06-18,2019,6,18,24.5,9.5,17,0
2019-06-19,2019,6,19,21.7,9.6,15.6,2.2
2019-06-20,2019,6,20,15.8,10.8,13.3,3.6
2019-06-21,2019,6,21,20,10.2,15.1,0.5
2019-06-22,2019,6,22,25.6,12,18.8,0
2019-06-23,2019,6,23,26.6,7.4,17,0
2019-06-24,2019,6,24,24.7,8,16.3,0
2019-06-25,2019,6,25,21.5,6.9,14.2,15.4
2019-06-26,2019,6,26,26.3,15.8,21,5.4
2019-06-27,2019,6,27,25.4,12.4,18.9,7
2019-06-28,2019,6,28,26.8,11,18.9,6.1
2019-06-29,2019,6,29,23.8,15.2,19.5,18.5
2019-06-30,2019,6,30,20.9,10.8,15.9,7.3
2019-07-01,2019,7,1,24.4,10.4,17.4,0
2019-07-02,2019,7,2,27.6,14.3,21,0
2019-07-03,2019,7,3,28.4,14.3,21.4,0
2019-07-04,2019,7,4,30.9,12.7,21.8,0
2019-07-05,2019,7,5,29.4,16.1,22.7,0.7
2019-07-06,2019,7,6,28,9.6,18.8,13.8
2019-07-07,2019,7,7,25.1,8.2,16.7,0
2019-07-08,2019,7,8,25.6,8.9,17.3,0
2019-07-09,2019,7,9,28.1,11.1,19.6,0
2019-07-10,2019,7,10,24.2,11.6,17.9,0
2019-07-11,2019,7,11,22.5,16.2,19.4,6.3
2019-07-12,2019,7,12,26.3,17.6,22,0.6
2019-07-13,2019,7,13,27.6,16.1,21.8,8.8
2019-07-14,2019,7,14,24.2,14.3,19.3,0
2019-07-15,2019,7,15,27.8,12.4,20.1,0
2019-07-16,2019,7,16,26.4,12,19.2,4.3
2019-07-17,2019,7,17,28.3,13.1,20.7,0
2019-07-18,2019,7,18,26.8,9.7,18.3,0
2019-07-19,2019,7,19,29.2,14.6,21.9,7.8
2019-07-20,2019,7,20,31.6,19.9,25.7,0
2019-07-21,2019,7,21,27.5,14,20.7,3.2
2019-07-22,2019,7,22,22.8,10,16.4,0
2019-07-23,2019,7,23,25.4,10.4,17.9,0.4
2019-07-24,2019,7,24,22.2,9.1,15.7,0
2019-07-25,2019,7,25,25.9,8.9,17.4,0
2019-07-26,2019,7,26,29.1,10.8,20,0
2019-07-27,2019,7,27,30.6,14.6,22.6,0
2019-07-28,2019,7,28,29.2,15.5,22.4,0
2019-07-29,2019,7,29,30.8,17.1,23.9,0
2019-07-30,2019,7,30,31.6,17.2,24.4,0.5
2019-07-31,2019,7,31,29.7,19,24.4,0.5
2019-08-01,2019,8,1,27.7,12.3,20,0
2019-08-02,2019,8,2,28.3,11.1,19.7,0
2019-08-03,2019,8,3,23.5,11.3,17.4,5.5
2019-08-04,2019,8,4,21.6,7.9,14.7,0
2019-08-05,2019,8,5,24.3,6.6,15.5,0
2019-08-06,2019,8,6,29.6,11.8,20.7,0
2019-08-07,2019,8,7,26.8,18.4,22.6,0
2019-08-08,2019,8,8,24.5,16.4,20.4,20.2
2019-08-09,2019,8,9,22.9,13.4,18.2,0
2019-08-10,2019,8,10,20.9,11.9,16.4,1.4
2019-08-11,2019,8,11,26.1,12.9,19.5,0.1
2019-08-12,2019,8,12,24.1,14.6,19.3,8.2
2019-08-13,2019,8,13,23.1,9.8,16.4,0
2019-08-14,2019,8,14,22.9,10.5,16.7,0
2019-08-15,2019,8,15,23.9,9.7,16.8,0
2019-08-16,2019,8,16,21.3,11.6,16.4,1.7
2019-08-17,2019,8,17,23.8,13.7,18.7,5.6
2019-08-18,2019,8,18,25.7,16.8,21.3,3.9
2019-08-19,2019,8,19,26.7,13.1,19.9,8.4
2019-08-20,2019,8,20,26.5,10,18.3,0
2019-08-21,2019,8,21,19.4,11.4,15.4,7.9
2019-08-22,2019,8,22,24.9,11.6,18.2,12.6
2019-08-23,2019,8,23,20.9,7.9,14.4,0
2019-08-24,2019,8,24,20.4,8.6,14.5,0
2019-08-25,2019,8,25,25,7.2,16.1,0
2019-08-26,2019,8,26,26.2,10.2,18.2,0
2019-08-27,2019,8,27,0,0,0,0
2019-08-28,2019,8,28,25.7,11.5,18.6,19.5
2019-08-29,2019,8,29,24.4,15.1,19.7,0.5
2019-08-30,2019,8,30,22,10.8,16.4,5.9
2019-08-31,2019,8,31,19.8,7.2,13.5,0.7
2019-09-01,2019,9,1,20.5,5.8,13.2,0
2019-09-02,2019,9,2,19.3,11.2,15.3,14.2
2019-09-03,2019,9,3,18.4,10.7,14.5,0
2019-09-04,2019,9,4,21.2,9,15.1,35
2019-09-05,2019,9,5,19.7,5.9,12.8,0
2019-09-06,2019,9,6,19.3,7,13.1,0
2019-09-07,2019,9,7,15.2,9.4,12.3,0
2019-09-08,2019,9,8,18.2,9,13.6,0
2019-09-09,2019,9,9,17,5.1,11.1,0
2019-09-10,2019,9,10,17,6.2,11.6,5.3
2019-09-11,2019,9,11,13.4,10.5,12,13.2
2019-09-12,2019,9,12,19.1,6.2,12.6,0
2019-09-13,2019,9,13,18.7,3.2,11,0
2019-09-14,2019,9,14,16.3,9.2,12.8,8.1
2019-09-15,2019,9,15,17,9.7,13.3,0.2
2019-09-16,2019,9,16,17.4,9,13.2,0
2019-09-17,2019,9,17,14.4,6,10.2,0
2019-09-18,2019,9,18,17.7,4.4,11,0
2019-09-19,2019,9,19,19.7,1.3,10.5,0
2019-09-20,2019,9,20,22.6,10.2,16.4,0
2019-09-21,2019,9,21,23.4,9.8,16.6,0
2019-09-22,2019,9,22,23.9,10.9,17.4,0.2
2019-09-23,2019,9,23,23.6,14,18.8,8.6
2019-09-24,2019,9,24,14.2,9.1,11.6,13.6
2019-09-25,2019,9,25,12.1,9.1,10.6,1.3
2019-09-26,2019,9,26,13.5,8.9,11.2,21.3
2019-09-27,2019,9,27,17,7,12,0
2019-09-28,2019,9,28,15.5,8.5,12,7.5
2019-09-29,2019,9,29,13.2,2,7.6,0
2019-09-30,2019,9,30,12.6,2.1,7.3,0
2019-10-01,2019,10,1,9.5,7.3,8.4,2.6
2019-10-02,2019,10,2,9,0.1,4.5,0.4
2019-10-03,2019,10,3,9.9,-1.8,4,0.2
2019-10-04,2019,10,4,8.7,1.7,5.2,1.3
2019-10-05,2019,10,5,13.3,-0.6,6.4,0.1
2019-10-06,2019,10,6,10.9,-1,4.9,0.6
2019-10-07,2019,10,7,13.8,9.7,11.7,5.1
2019-10-08,2019,10,8,15.8,1.7,8.8,0.6
2019-10-09,2019,10,9,16.1,0.9,8.5,0.3
2019-10-10,2019,10,10,15.7,1.9,8.8,0
2019-10-11,2019,10,11,16.3,2.3,9.3,0.1
2019-10-12,2019,10,12,12.4,7.9,10.2,0
2019-10-13,2019,10,13,14.9,1.1,8,0.1
2019-10-14,2019,10,14,16.8,-0.6,8.1,0.5
2019-10-15,2019,10,15,11.9,-0.4,5.7,0
2019-10-16,2019,10,16,13.3,1,7.1,0
2019-10-17,2019,10,17,10.6,5.3,8,18.5
2019-10-18,2019,10,18,12.1,4.8,8.5,0
2019-10-19,2019,10,19,10,-0.9,4.6,0
2019-10-20,2019,10,20,10.9,-2.1,4.4,0
2019-10-21,2019,10,21,15.1,-2,6.6,0
2019-10-22,2019,10,22,10.9,7.4,9.1,2.9
2019-10-23,2019,10,23,9.2,3.1,6.1,24.4
2019-10-24,2019,10,24,10.7,3.5,7.1,0.8
2019-10-25,2019,10,25,9.4,0.9,5.1,0
2019-10-26,2019,10,26,10.3,-2,4.1,0.6
2019-10-27,2019,10,27,6.3,-2,2.1,15.4
2019-10-28,2019,10,28,7.6,3.7,5.7,1.1
2019-10-29,2019,10,29,12.3,7.3,9.8,0
2019-10-30,2019,10,30,14.2,6,10.1,2.1
2019-10-31,2019,10,31,6.5,5.4,5.9,54.7
2019-11-01,2019,11,1,7.7,1.1,4.4,14.5
2019-11-02,2019,11,2,4.1,-1.6,1.2,0
2019-11-03,2019,11,3,5.2,-1.3,2,0.1
2019-11-04,2019,11,4,5.5,-0.6,2.4,0
2019-11-05,2019,11,5,7.6,3.3,5.4,14.1
2019-11-06,2019,11,6,3.5,-3.5,0,0.2
2019-11-07,2019,11,7,0.9,-4,-1.6,3.8
2019-11-08,2019,11,8,-1.1,-7.5,-4.3,0
2019-11-09,2019,11,9,0.8,-8.9,-4,0.2
2019-11-10,2019,11,10,2.8,-6.1,-1.7,0.5
2019-11-11,2019,11,11,-4.4,-8.6,-6.5,5.1
2019-11-12,2019,11,12,-3.9,-10,-7,11.6
2019-11-13,2019,11,13,-4.2,-12.4,-8.3,0
2019-11-14,2019,11,14,-4.5,-17.8,-11.1,1.3
2019-11-15,2019,11,15,1.8,-13.7,-5.9,2.1
2019-11-16,2019,11,16,-5.6,-17.2,-11.4,0
2019-11-17,2019,11,17,-2.9,-19.5,-11.2,0
2019-11-18,2019,11,18,0,-16.2,-8.1,0
2019-11-19,2019,11,19,1.2,-1.2,0,0.1
2019-11-20,2019,11,20,2,-0.6,0.7,0.5
2019-11-21,2019,11,21,1,-1.4,-0.2,0
2019-11-22,2019,11,22,4.6,-6.2,-0.8,11.4
2019-11-23,2019,11,23,-2.9,-9.5,-6.2,0
2019-11-24,2019,11,24,1.4,-3.9,-1.2,0.3
2019-11-25,2019,11,25,3.1,-1.6,0.7,0.1
2019-11-26,2019,11,26,4.8,-1.1,1.8,0.6
2019-11-27,2019,11,27,2.5,-3.3,-0.4,2.1
2019-11-28,2019,11,28,2.5,-2.3,0.1,2.4
2019-11-29,2019,11,29,-1.9,-18,-9.9,0
2019-11-30,2019,11,30,-6,-16.4,-11.2,0
2019-12-01,2019,12,1,-7,-19,-13,0
2019-12-02,2019,12,2,-3.1,-11.7,-7.4,0
2019-12-03,2019,12,3,-0.5,-16,-8.3,0
2019-12-04,2019,12,4,-2.9,-16.1,-9.5,0
2019-12-05,2019,12,5,-0.3,-6.8,-3.5,0.5
2019-12-06,2019,12,6,-3.1,-8.8,-5.9,0.1
2019-12-07,2019,12,7,-7,-14.1,-10.6,0
2019-12-08,2019,12,8,-2.3,-12.5,-7.4,1.9
2019-12-09,2019,12,9,2,-2.6,-0.3,17.8
2019-12-10,2019,12,10,8,-9.4,-0.7,5.8
2019-12-11,2019,12,11,-7.4,-12.7,-10,0.9
2019-12-12,2019,12,12,-9,-15.3,-12.1,0
2019-12-13,2019,12,13,-3.2,-10.1,-6.7,1.2
2019-12-14,2019,12,14,3.3,-3.6,-0.1,24.1
2019-12-15,2019,12,15,2.5,-12.3,-4.9,5
2019-12-16,2019,12,16,-7.8,-14.6,-11.2,0
2019-12-17,2019,12,17,-3.9,-9,-6.4,0
2019-12-18,2019,12,18,-5.5,-10.5,-8,1.3
2019-12-19,2019,12,19,-10.4,-16,-13.2,0
2019-12-20,2019,12,20,-7.5,-14,-10.7,0
2019-12-21,2019,12,21,-10.2,-17.2,-13.7,0
2019-12-22,2019,12,22,-3.8,-16.4,-10.1,5.8
2019-12-23,2019,12,23,3,-4.3,-0.6,0.3
2019-12-24,2019,12,24,-1.8,-14.7,-8.3,0
2019-12-25,2019,12,25,-5.8,-15.4,-10.6,0
2019-12-26,2019,12,26,-6,-13.4,-9.7,0
2019-12-27,2019,12,27,0.9,-6.2,-2.7,3.8
2019-12-28,2019,12,28,1.9,-3,-0.5,0.3
2019-12-29,2019,12,29,-1.6,-8.1,-4.9,0
2019-12-30,2019,12,30,-3.5,-8,-5.7,2.7
2019-12-31,2019,12,31,-2.6,-4.4,-3.5,8.2
